,행정동,center_lat,center_lon,주차장수,최소거리(m)
65,자양4동,37.54020034242587,127.06385849646814,0.0,0.0
66,자양4동,37.54110167669485,127.06385324617264,0.0,0.0
67,자양4동,37.52578314833754,127.06507417459056,0.0,0.0
68,자양4동,37.5266844849582,127.06506894165122,0.0,0.0
69,자양4동,37.52758582144037,127.06506370847876,0.0,0.0
70,자양4동,37.52848715778402,127.06505847507316,0.0,0.0
71,자양4동,37.52938849398912,127.06505324143448,0.0,0.0
72,자양4동,37.53028983005568,127.06504800756264,0.0,0.0
73,자양4동,37.5311911659837,127.06504277345763,1.0,23.0
74,자양4동,37.5320925017732,127.06503753911949,0.0,0.0
75,자양4동,37.532993837424165,127.06503230454813,0.0,0.0
76,자양4동,37.53389517293659,127.06502706974362,0.0,0.0
77,자양4동,37.53479650831047,127.0650218347059,0.0,0.0
78,자양4동,37.5356978435458,127.06501659943498,0.0,0.0
79,자양4동,37.53659917864261,127.06501136393084,0.0,0.0
80,자양4동,37.537500513600854,127.06500612819347,0.0,0.0
81,자양4동,37.538401848420584,127.0650008922229,0.0,0.0
82,자양4동,37.53930318310174,127.06499565601906,0.0,0.0
83,자양4동,37.54020451764437,127.06499041958196,0.0,0.0
84,자양4동,37.54110585204843,127.06498518291156,0.0,0.0
85,화양동,37.542007186313974,127.06497994600792,0.0,0.0
86,화양동,37.542908520440946,127.06497470887096,0.0,0.0
87,화양동,37.543809854429384,127.06496947150067,0.0,0.0
88,자양3동,37.52578731055106,127.06620588001832,0.0,0.0
89,자양3동,37.52668864730644,127.06620066069438,0.0,0.0
90,자양3동,37.5275899839233,127.06619544113792,0.0,0.0
91,자양3동,37.52849132040164,127.06619022134898,0.0,0.0
92,자양3동,37.52939265674144,127.0661850013275,0.0,0.0
93,자양4동,37.5302939929427,127.06617978107349,0.0,0.0
94,자양4동,37.531195329005456,127.06617456058692,0.0,0.0
95,자양4동,37.53209666492965,127.0661693398678,0.0,0.0
96,자양4동,37.53299800071533,127.06616411891612,0.0,0.0
97,자양4동,37.533899336362474,127.06615889773188,0.0,0.0
98,자양4동,37.534800671871075,127.06615367631504,0.0,0.0
99,자양4동,37.53570200724114,127.0661484546656,0.0,0.0
100,자양4동,37.53660334247267,127.06614323278352,0.0,0.0
